,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Avg_Working_time
2569,42,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,2570,Female,2,Sales Executive,Married,182650,9.0,Y,12,8,1,18.0,4,13,5,7,3,3,3.0,1.0,4.0,7.415789855072223
2570,31,No,Travel_Rarely,Sales,9,4,Life Sciences,1,2571,Female,1,Sales Executive,Divorced,161240,2.0,Y,23,8,1,8.0,2,5,1,4,2,4,3.0,4.0,3.0,8.317417480241666
2571,34,No,Travel_Rarely,Research & Development,8,1,Life Sciences,1,2572,Female,3,Laboratory Technician,Married,25850,3.0,Y,12,8,0,9.0,5,4,0,1,3,3,4.0,4.0,2.0,9.213606557376943
2572,31,No,Travel_Rarely,Sales,25,2,Life Sciences,1,2573,Female,3,Manufacturing Director,Divorced,182130,8.0,Y,21,8,2,4.0,3,2,2,2,4,4,1.0,3.0,2.0,6.783251705652778
2573,26,No,Travel_Frequently,Sales,16,2,Life Sciences,1,2574,Male,2,Healthcare Representative,Married,83800,0.0,Y,14,8,0,8.0,3,7,7,7,4,3,3.0,4.0,3.0,6.0948033836302775
2574,45,No,Travel_Frequently,Research & Development,8,4,Life Sciences,1,2575,Female,2,Manager,Single,29940,4.0,Y,18,8,1,12.0,2,4,0,3,3,3,2.0,3.0,3.0,7.7881630086874996
2575,33,No,Travel_Rarely,Sales,1,3,Life Sciences,1,2576,Female,5,Sales Executive,Single,12230,1.0,Y,13,8,1,10.0,3,10,0,9,3,3,2.0,3.0,2.0,6.366932773109166
2576,28,No,Travel_Frequently,Sales,8,3,Life Sciences,1,2577,Male,4,Research Scientist,Married,11180,1.0,Y,11,8,0,7.0,3,7,0,7,3,3,3.0,4.0,3.0,10.595948195030276
2577,29,Yes,Travel_Frequently,Human Resources,2,4,Human Resources,1,2578,Male,2,Sales Executive,Single,28750,1.0,Y,11,8,0,1.0,3,1,0,0,3,3,3.0,1.0,3.0,6.790143442622778
2578,39,No,Non-Travel,Research & Development,8,5,Medical,1,2579,Female,2,Sales Representative,Married,188240,6.0,Y,19,8,1,10.0,4,3,1,2,3,3,1.0,3.0,3.0,6.278269323671389
2579,27,No,Travel_Rarely,Sales,3,2,Technical Degree,1,2580,Male,2,Healthcare Representative,Married,135770,1.0,Y,12,8,1,6.0,2,5,1,2,3,3,2.0,2.0,2.0,7.282654195011111
2580,34,No,Travel_Frequently,Research & Development,9,4,Life Sciences,1,2581,Female,2,Manufacturing Director,Married,26250,1.0,Y,12,8,3,16.0,4,15,6,11,3,3,3.0,4.0,3.0,8.898696493624723
2581,28,Yes,Travel_Rarely,Research & Development,25,3,Technical Degree,1,2582,Male,1,Research Director,Single,187890,3.0,Y,16,8,1,6.0,4,2,2,2,3,3,4.0,3.0,3.0,9.392832403533056
2582,47,No,Non-Travel,Research & Development,1,4,Medical,1,2583,Male,1,Research Scientist,Married,45380,8.0,Y,11,8,0,16.0,3,8,1,7,3,3,3.0,2.0,4.0,5.9957395686825
2583,56,No,Travel_Rarely,Research & Development,4,3,Technical Degree,1,2584,Female,2,Sales Executive,Married,198470,4.0,Y,14,8,0,6.0,6,0,0,0,3,3,4.0,1.0,3.0,7.906703783524723
2584,39,No,Travel_Rarely,Research & Development,1,3,Other,1,2585,Female,1,Laboratory Technician,Married,105120,1.0,Y,12,8,1,10.0,2,10,7,9,3,3,1.0,1.0,3.0,7.018032693186944
2585,38,No,Travel_Frequently,Research & Development,4,2,Medical,1,2586,Female,1,Manager,Divorced,44440,1.0,Y,13,8,0,20.0,2,20,0,7,3,3,4.0,2.0,3.0,10.800123716153056
2586,58,No,Travel_Rarely,Sales,5,3,Marketing,1,2587,Male,5,Sales Representative,Married,21540,4.0,Y,21,8,1,29.0,3,1,0,0,3,4,4.0,4.0,2.0,9.880895981087223
2587,32,Yes,Travel_Frequently,Research & Development,9,3,Life Sciences,1,2588,Male,2,Laboratory Technician,Single,191900,3.0,Y,17,8,1,8.0,2,4,0,3,3,3,1.0,3.0,3.0,10.220263593380556
2588,38,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,2589,Female,1,Sales Representative,Divorced,44900,2.0,Y,21,8,1,10.0,1,5,0,3,3,4,2.0,4.0,4.0,7.615879629629444
2589,49,No,Travel_Frequently,Sales,11,4,Life Sciences,1,2590,Male,2,Research Scientist,Married,35060,3.0,Y,11,8,1,28.0,4,5,4,3,2,3,2.0,4.0,3.0,6.3361437908494445
2590,42,No,Travel_Rarely,Sales,1,3,Life Sciences,1,2591,Female,1,Sales Executive,Divorced,23720,3.0,Y,12,8,1,14.0,3,0,0,0,3,3,2.0,4.0,3.0,8.703656028368611
2591,27,Yes,Travel_Frequently,Sales,8,1,Life Sciences,1,2592,Male,4,Laboratory Technician,Married,102310,1.0,Y,13,8,1,1.0,2,1,0,0,3,3,1.0,2.0,3.0,6.453629070881111
2592,35,No,Travel_Rarely,Research & Development,25,1,Medical,1,2593,Male,1,Sales Executive,Married,54100,0.0,Y,18,8,0,6.0,4,5,0,4,3,3,2.0,1.0,1.0,6.5946810263652775
2593,28,No,Non-Travel,Research & Development,21,1,Medical,1,2594,Male,3,Research Scientist,Single,79780,1.0,Y,16,8,2,5.0,2,5,1,4,3,3,3.0,3.0,2.0,6.666081999029444
2594,31,No,Non-Travel,Sales,23,1,Medical,1,2595,Male,1,Sales Executive,Divorced,38670,1.0,Y,11,8,1,4.0,4,4,2,3,4,3,3.0,1.0,4.0,9.7824725651575
2595,36,No,Non-Travel,Research & Development,1,3,Life Sciences,1,2596,Male,2,Research Scientist,Married,28380,1.0,Y,19,8,2,5.0,5,5,0,2,1,3,1.0,2.0,3.0,7.088763888888889
2596,34,No,Travel_Rarely,Sales,2,3,Marketing,1,2597,Male,4,Healthcare Representative,Single,46950,1.0,Y,16,8,1,14.0,2,14,2,1,3,3,1.0,4.0,2.0,5.997830459769999
2597,34,No,Travel_Rarely,Research & Development,19,3,Technical Degree,1,2598,Female,1,Research Director,Divorced,33390,1.0,Y,16,8,0,9.0,2,8,1,1,2,3,4.0,3.0,2.0,6.761289351851667
2598,26,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,2599,Male,2,Research Scientist,Single,20800,0.0,Y,13,8,0,8.0,6,7,7,6,4,3,3.0,1.0,2.0,6.794783406754722
2599,29,No,Travel_Rarely,Research & Development,2,4,Other,1,2600,Male,2,Laboratory Technician,Married,20960,0.0,Y,22,8,0,6.0,2,5,0,2,4,4,1.0,1.0,2.0,7.7508668582375
2600,32,No,Non-Travel,Research & Development,3,1,Life Sciences,1,2601,Male,3,Manager,Divorced,62090,5.0,Y,17,8,1,9.0,5,5,1,2,4,3,3.0,4.0,3.0,6.603443013829167
2601,31,No,Travel_Frequently,Research & Development,25,5,Technical Degree,1,2602,Female,2,Human Resources,Married,180610,1.0,Y,14,8,1,10.0,2,10,8,7,3,3,4.0,1.0,3.0,6.878268247326667
2602,28,Yes,Travel_Rarely,Sales,7,5,Life Sciences,1,2603,Female,2,Sales Representative,Divorced,171230,5.0,Y,15,8,1,6.0,2,4,0,3,2,3,3.0,4.0,2.0,6.291164759179722
2603,38,No,Travel_Rarely,Research & Development,9,2,Technical Degree,1,2604,Male,3,Sales Representative,Single,23720,4.0,Y,12,8,0,20.0,3,1,0,0,2,3,1.0,1.0,2.0,7.180157882241112
2604,35,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,2605,Male,2,Sales Representative,Married,48830,1.0,Y,18,8,1,10.0,1,10,0,9,1,3,3.0,4.0,3.0,8.805177083333334
2605,27,No,Travel_Rarely,Sales,2,3,Life Sciences,1,2606,Female,1,Manager,Single,39040,1.0,Y,15,8,0,7.0,2,7,0,7,3,3,4.0,4.0,3.0,7.914374699374444
2606,32,No,Travel_Rarely,Research & Development,8,1,Medical,1,2607,Female,2,Research Scientist,Single,46270,8.0,Y,17,8,1,8.0,2,1,0,0,2,3,4.0,4.0,3.0,7.296955828779444
2607,31,Yes,Travel_Frequently,Research & Development,2,1,Other,1,2608,Male,3,Sales Executive,Married,70940,1.0,Y,14,8,1,10.0,2,10,0,8,3,3,1.0,4.0,3.0,10.304995291901944
2608,53,Yes,Travel_Rarely,Research & Development,18,3,Medical,1,2609,Male,1,Research Scientist,Single,34230,6.0,Y,15,8,1,15.0,4,2,2,2,3,3,1.0,1.0,2.0,10.803005910165279
2609,54,No,Travel_Rarely,Research & Development,14,3,Other,1,2610,Male,3,Research Scientist,Married,66740,3.0,Y,17,8,1,9.0,2,4,2,3,3,3,1.0,3.0,2.0,7.911286996603334
2610,33,No,Travel_Frequently,Research & Development,2,4,Medical,1,2611,Female,4,Sales Executive,Divorced,168800,1.0,Y,14,8,3,9.0,2,9,2,8,3,3,4.0,3.0,3.0,7.888442289271944
2611,43,No,Travel_Rarely,Research & Development,3,3,Medical,1,2612,Male,1,Research Scientist,Married,90940,1.0,Y,12,8,1,10.0,0,10,0,9,3,3,1.0,3.0,3.0,7.491992753623055
2612,38,No,Travel_Frequently,Research & Development,2,5,Medical,1,2613,Female,4,Sales Executive,Married,84460,0.0,Y,14,8,0,7.0,3,6,1,2,2,3,4.0,2.0,3.0,8.016118084611666
2613,55,No,Travel_Rarely,Sales,9,3,Marketing,1,2614,Male,2,Laboratory Technician,Married,119160,4.0,Y,15,8,1,35.0,3,10,1,4,2,3,3.0,2.0,3.0,8.237924285044445
2614,31,No,Travel_Rarely,Sales,6,3,Other,1,2615,Male,1,Manufacturing Director,Divorced,45340,1.0,Y,13,8,0,1.0,2,1,0,0,3,3,4.0,4.0,3.0,10.800426997245001
2615,39,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,2616,Male,2,Sales Executive,Single,98520,0.0,Y,12,8,1,21.0,5,20,11,10,2,3,2.0,1.0,3.0,6.1007898948330554
2616,42,No,Non-Travel,Research & Development,10,4,Life Sciences,1,2617,Female,2,Research Scientist,Single,61510,1.0,Y,13,8,1,20.0,3,20,3,7,3,3,4.0,3.0,3.0,6.5954124940388885
2617,31,No,Non-Travel,Research & Development,14,2,Life Sciences,1,2618,Male,2,Healthcare Representative,Married,23020,4.0,Y,14,8,0,13.0,3,11,4,8,3,3,3.0,3.0,4.0,6.112748665696111
2618,54,No,Travel_Rarely,Research & Development,1,3,Medical,1,2619,Female,2,Human Resources,Single,23620,6.0,Y,13,8,1,9.0,2,5,1,4,4,3,3.0,1.0,3.0,10.463672705313888
2619,24,No,Travel_Rarely,Research & Development,5,4,Other,1,2620,Male,1,Manufacturing Director,Single,178610,1.0,Y,11,8,2,4.0,5,4,1,2,1,3,2.0,3.0,2.0,6.878420569329444
2620,23,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,2621,Male,2,Research Scientist,Single,191870,1.0,Y,11,8,1,5.0,2,5,1,4,3,3,4.0,4.0,4.0,6.98922705314
2621,40,No,Travel_Frequently,Research & Development,21,3,Medical,1,2622,Female,3,Research Scientist,Married,197170,1.0,Y,21,8,0,10.0,1,10,9,4,2,4,4.0,3.0,4.0,7.810896135265556
2622,40,No,Travel_Rarely,Research & Development,8,1,Medical,1,2623,Female,5,Research Scientist,Married,35440,3.0,Y,18,8,3,15.0,3,11,5,10,2,3,2.0,2.0,3.0,6.205795297371944
2623,25,No,Travel_Rarely,Sales,20,5,Medical,1,2624,Female,2,Laboratory Technician,Married,85000,4.0,Y,12,8,0,6.0,2,2,1,2,3,3,3.0,2.0,3.0,6.186274717513888
2624,30,No,Travel_Rarely,Human Resources,20,4,Life Sciences,1,2625,Male,2,Research Scientist,Married,46610,1.0,Y,11,8,0,12.0,3,12,1,7,2,3,4.0,2.0,2.0,6.082886122636944
2625,25,No,Travel_Rarely,Research & Development,7,2,Medical,1,2626,Male,5,Sales Executive,Divorced,41030,6.0,Y,15,8,1,7.0,2,2,0,2,3,3,4.0,3.0,2.0,10.186044685990277
2626,47,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2627,Male,2,Sales Executive,Single,42490,2.0,Y,13,8,1,25.0,2,17,12,11,2,3,1.0,3.0,3.0,7.804060283687778
2627,33,No,Non-Travel,Research & Development,1,3,Life Sciences,1,2628,Male,2,Research Scientist,Divorced,140260,1.0,Y,12,8,0,1.0,4,1,0,0,3,3,2.0,3.0,2.0,6.205515366429999
2628,38,No,Travel_Rarely,Research & Development,19,3,Life Sciences,1,2629,Female,2,Sales Executive,Married,68930,0.0,Y,17,8,0,16.0,3,15,5,8,3,3,4.0,2.0,3.0,7.8874884739511115
2629,31,No,Travel_Rarely,Research & Development,10,4,Medical,1,2630,Female,3,Sales Executive,Married,61250,0.0,Y,13,8,1,3.0,3,2,1,2,3,3,1.0,3.0,3.0,7.2017392807744445
2630,38,No,Travel_Frequently,Research & Development,1,4,Other,1,2631,Male,2,Research Scientist,Married,36690,2.0,Y,19,8,0,10.0,2,8,7,7,3,3,1.0,3.0,3.0,6.5050022862366665
2631,42,No,Travel_Rarely,Research & Development,6,3,Medical,1,2632,Male,2,Laboratory Technician,Divorced,100080,6.0,Y,19,8,1,9.0,3,4,1,2,1,3,4.0,1.0,2.0,9.82003047351139
2632,41,No,Travel_Rarely,Sales,2,2,Medical,1,2633,Male,1,Healthcare Representative,Married,23870,3.0,Y,17,8,1,12.0,1,5,1,0,1,3,4.0,4.0,3.0,7.692067510548333
2633,47,No,Non-Travel,Research & Development,21,2,Medical,1,2634,Male,1,Sales Executive,Married,46390,0.0,Y,11,8,1,14.0,2,13,5,12,2,3,3.0,2.0,1.0,7.175159752026667
2634,35,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,2635,Male,2,Healthcare Representative,Married,78980,7.0,Y,15,8,0,5.0,2,2,2,2,2,3,4.0,3.0,3.0,10.434484618916388
2635,22,No,Travel_Rarely,Human Resources,12,1,Human Resources,1,2636,Male,2,Sales Executive,Single,25340,0.0,Y,11,8,0,4.0,1,3,1,2,3,3,4.0,3.0,4.0,6.435723593964167
2636,35,No,Travel_Rarely,Research & Development,9,3,Medical,1,2637,Female,2,Sales Executive,Single,131420,1.0,Y,25,8,2,10.0,4,10,0,8,3,4,2.0,3.0,3.0,8.021547281323612
2637,33,No,Travel_Rarely,Sales,3,4,Medical,1,2638,Male,3,Healthcare Representative,Married,16110,0.0,Y,14,8,0,10.0,2,9,8,1,2,3,2.0,4.0,3.0,9.094859353023889
2638,32,No,Travel_Rarely,Research & Development,3,2,Technical Degree,1,2639,Male,3,Manufacturing Director,Single,53630,1.0,Y,13,8,0,6.0,4,6,4,1,3,3,3.0,2.0,3.0,7.001826878745834
2639,40,No,Travel_Rarely,Research & Development,1,4,Medical,1,2640,Male,2,Research Director,Married,50710,8.0,Y,17,8,1,8.0,3,1,0,0,2,3,1.0,4.0,2.0,6.184851394604444
2640,32,No,Travel_Rarely,Research & Development,1,2,Medical,1,2641,Male,3,Sales Executive,Married,136950,0.0,Y,13,8,0,3.0,3,2,2,2,3,3,2.0,2.0,3.0,6.0016920289852775
2641,39,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1,2642,Male,1,Sales Executive,Single,134020,7.0,Y,14,8,1,18.0,1,7,1,7,3,3,1.0,4.0,3.0,8.016600694444445
2642,38,No,Travel_Rarely,Sales,20,4,Medical,1,2643,Female,2,Research Director,Married,20290,3.0,Y,11,8,1,20.0,3,18,1,11,2,3,2.0,3.0,3.0,8.024595410627777
2643,32,No,Travel_Rarely,Research & Development,18,3,Life Sciences,1,2644,Male,2,Manager,Married,63770,1.0,Y,12,8,2,14.0,3,14,5,7,3,3,3.0,4.0,3.0,7.891302800734445
2644,37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,2645,Female,4,Sales Executive,Married,54290,1.0,Y,17,8,1,16.0,3,16,6,8,3,3,3.0,4.0,3.0,9.41780218503
2645,25,No,Travel_Rarely,Research & Development,2,4,Medical,1,2646,Female,2,Manufacturing Director,Divorced,27850,0.0,Y,21,8,0,6.0,2,5,0,4,3,4,1.0,3.0,2.0,8.030438218390556
2646,52,No,Non-Travel,Research & Development,2,4,Other,1,2647,Male,1,Manager,Divorced,46140,2.0,Y,16,8,1,16.0,3,9,0,0,3,3,1.0,4.0,2.0,6.812064471879166
2647,44,No,Travel_Rarely,Research & Development,8,1,Life Sciences,1,2648,Female,1,Sales Representative,Single,26100,6.0,Y,15,8,0,6.0,2,4,1,2,3,3,2.0,4.0,3.0,10.769022131887777
2648,21,No,Travel_Rarely,Sales,10,5,Medical,1,2649,Male,3,Research Scientist,Single,66870,1.0,Y,19,8,3,2.0,0,2,1,2,3,3,3.0,1.0,3.0,8.209698275861944
2649,39,No,Non-Travel,Research & Development,3,4,Life Sciences,1,2650,Female,2,Research Director,Single,47240,2.0,Y,12,8,1,21.0,4,6,1,3,4,3,4.0,4.0,2.0,6.314996312684166
2650,23,Yes,Travel_Frequently,Research & Development,2,4,Life Sciences,1,2651,Female,2,Manufacturing Director,Married,61790,1.0,Y,11,8,0,1.0,3,1,1,0,3,3,4.0,1.0,2.0,7.9576430615163884
2651,36,No,Travel_Rarely,Research & Development,24,3,Life Sciences,1,2652,Female,2,Laboratory Technician,Married,61200,0.0,Y,19,8,0,10.0,2,9,3,4,3,3,1.0,4.0,3.0,7.830423338185278
2652,36,No,Travel_Frequently,Research & Development,16,1,Medical,1,2653,Male,2,Sales Executive,Divorced,105960,7.0,Y,15,8,0,18.0,3,4,0,2,2,3,4.0,2.0,3.0,7.825021008403333
2653,56,No,Non-Travel,Research & Development,8,1,Life Sciences,1,2654,Male,1,Sales Executive,Divorced,54670,1.0,Y,20,8,0,13.0,6,13,1,9,2,4,3.0,3.0,2.0,6.620111585944723
2654,29,Yes,Travel_Rarely,Research & Development,9,4,Medical,1,2655,Male,2,Sales Representative,Married,29960,9.0,Y,25,8,0,4.0,4,2,2,2,3,4,1.0,4.0,4.0,10.876961134954444
2655,42,No,Travel_Rarely,Research & Development,17,1,Life Sciences,1,2656,Male,3,Research Scientist,Married,99980,5.0,Y,24,8,2,24.0,3,22,4,14,2,4,1.0,3.0,2.0,7.378281544256111
2656,56,Yes,Travel_Rarely,Sales,10,4,Other,1,2657,Male,2,Sales Executive,Married,40780,8.0,Y,24,8,1,14.0,3,10,9,8,3,4,4.0,3.0,1.0,6.812821327683611
2657,41,No,Travel_Rarely,Research & Development,13,4,Life Sciences,1,2658,Female,1,Healthcare Representative,Married,109200,0.0,Y,15,8,1,21.0,3,20,0,10,4,3,1.0,2.0,3.0,7.812496468926389
2658,34,No,Travel_Rarely,Sales,1,3,Medical,1,2659,Female,1,Laboratory Technician,Married,62320,1.0,Y,13,8,1,8.0,3,8,1,7,3,3,4.0,3.0,3.0,7.35759018759
2659,36,No,Non-Travel,Sales,1,1,Medical,1,2660,Female,1,Human Resources,Divorced,132470,1.0,Y,14,8,0,15.0,3,15,11,11,3,3,4.0,4.0,2.0,7.693746556473611
2660,41,No,Travel_Rarely,Research & Development,1,5,Medical,1,2661,Male,1,Healthcare Representative,Divorced,40810,2.0,Y,13,8,0,14.0,3,5,0,4,3,3,3.0,2.0,3.0,7.083069561157778
2661,32,No,Travel_Rarely,Sales,9,4,Life Sciences,1,2662,Female,2,Research Scientist,Single,57690,1.0,Y,11,8,0,4.0,3,4,1,2,3,3,4.0,1.0,3.0,6.6978398968586115
2662,35,No,Travel_Rarely,Research & Development,16,3,Medical,1,2663,Female,2,Healthcare Representative,Single,23940,1.0,Y,16,8,1,9.0,3,9,1,7,3,3,3.0,4.0,3.0,10.486130705394167
2663,38,No,Travel_Rarely,Research & Development,23,3,Medical,1,2664,Male,3,Sales Representative,Married,39040,1.0,Y,22,8,0,10.0,3,10,1,9,2,4,1.0,4.0,3.0,6.913981102003611
2664,50,Yes,Travel_Frequently,Sales,4,2,Life Sciences,1,2665,Female,2,Laboratory Technician,Divorced,167990,7.0,Y,14,8,1,12.0,2,6,0,1,2,3,2.0,3.0,3.0,7.196671394798888
2665,36,No,Travel_Rarely,Research & Development,22,4,Life Sciences,1,2666,Male,1,Healthcare Representative,Married,29500,4.0,Y,14,8,0,8.0,1,6,0,0,2,3,2.0,4.0,2.0,6.2975416666666675
2666,45,No,Travel_Rarely,Sales,24,3,Life Sciences,1,2667,Male,1,Laboratory Technician,Single,36290,8.0,Y,16,8,1,8.0,2,5,0,1,4,3,4.0,3.0,3.0,6.082725321888333
2667,40,No,Travel_Rarely,Sales,10,4,Life Sciences,1,2668,Male,1,Research Scientist,Single,93620,2.0,Y,11,8,1,8.0,6,2,2,2,3,3,3.0,3.0,3.0,6.21671196948
2668,35,No,Travel_Frequently,Sales,7,2,Life Sciences,1,2669,Male,2,Manufacturing Director,Married,32290,1.0,Y,25,8,0,10.0,2,10,0,2,2,4,3.0,3.0,4.0,8.381166666666667
2669,40,No,Travel_Rarely,Research & Development,17,4,Life Sciences,1,2670,Male,1,Manager,Married,35780,2.0,Y,14,8,1,20.0,2,5,0,2,3,3,3.0,3.0,3.0,7.506722222222223
2670,35,No,Travel_Rarely,Human Resources,14,1,Life Sciences,1,2671,Male,2,Research Scientist,Married,79880,1.0,Y,18,8,0,4.0,3,4,1,1,3,3,3.0,4.0,3.0,6.899807504873055
2671,29,No,Travel_Rarely,Research & Development,1,3,Medical,1,2672,Male,3,Sales Executive,Married,42840,4.0,Y,11,8,0,10.0,5,4,0,3,2,3,4.0,2.0,3.0,9.795089869280833
2672,29,No,Travel_Rarely,Research & Development,5,3,Medical,1,2673,Male,2,Sales Representative,Single,75530,1.0,Y,19,8,0,5.0,3,5,0,4,3,3,4.0,1.0,1.0,6.116676499508333
2673,50,Yes,Travel_Rarely,Research & Development,17,3,Medical,1,2674,Male,1,Research Scientist,Divorced,173280,4.0,Y,15,8,2,20.0,1,3,2,0,3,3,4.0,1.0,3.0,9.596655982905833
2674,39,No,Travel_Rarely,Sales,25,3,Medical,1,2675,Male,2,Sales Executive,Married,197010,0.0,Y,11,8,0,21.0,3,20,9,6,4,3,2.0,4.0,2.0,7.4948271340008334
2675,31,No,Non-Travel,Research & Development,8,4,Life Sciences,1,2676,Female,4,Sales Executive,Single,147320,0.0,Y,12,8,0,10.0,3,9,1,7,3,3,2.0,1.0,3.0,7.261157210401667
2676,26,No,Travel_Rarely,Research & Development,11,4,Medical,1,2677,Male,2,Manager,Single,92780,0.0,Y,20,8,0,5.0,3,4,0,0,3,4,4.0,3.0,3.0,7.523019005847778
2677,36,No,Travel_Frequently,Research & Development,5,1,Technical Degree,1,2678,Male,1,Sales Executive,Married,13590,4.0,Y,12,8,0,17.0,2,5,0,3,3,3,3.0,4.0,3.0,7.697297358834167
2678,39,No,Travel_Rarely,Research & Development,2,1,Medical,1,2679,Female,1,Research Scientist,Married,47790,4.0,Y,14,8,2,9.0,3,7,1,7,3,3,4.0,1.0,3.0,5.987375910746667
2679,27,No,Travel_Rarely,Research & Development,8,2,Medical,1,2680,Male,1,Laboratory Technician,Married,164220,1.0,Y,20,8,1,6.0,3,6,0,3,3,4,2.0,2.0,3.0,9.295790330078889
2680,49,No,Travel_Frequently,Research & Development,6,1,Medical,1,2681,Male,3,Healthcare Representative,Married,29960,2.0,Y,18,8,1,17.0,2,9,0,8,2,3,4.0,2.0,2.0,6.415900997150834
2681,34,No,Travel_Rarely,Sales,4,3,Medical,1,2682,Female,1,Sales Executive,Married,12610,2.0,Y,14,8,1,6.0,6,4,1,2,3,3,2.0,3.0,4.0,6.470493025492778
2682,41,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,1,2683,Female,1,Research Scientist,Single,20990,8.0,Y,12,8,1,8.0,2,6,0,5,3,3,2.0,4.0,1.0,8.594232301921945
2683,49,No,Travel_Frequently,Sales,1,4,Life Sciences,1,2684,Female,2,Manufacturing Director,Married,58100,1.0,Y,21,8,1,10.0,2,10,1,7,3,4,3.0,2.0,3.0,6.697707115009722
2684,37,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2685,Male,1,Sales Executive,Single,56470,6.0,Y,19,8,0,7.0,2,0,0,0,3,3,4.0,3.0,3.0,8.492027417027222
2685,33,No,Travel_Frequently,Research & Development,10,2,Medical,1,2686,Male,2,Research Scientist,Married,34200,1.0,Y,14,8,0,8.0,3,8,3,0,3,3,4.0,3.0,3.0,9.517201779701667
2686,27,No,Travel_Rarely,Sales,5,4,Medical,1,2687,Female,4,Manufacturing Director,Married,44000,9.0,Y,17,8,1,6.0,3,2,2,2,2,3,1.0,2.0,3.0,6.387039715335
2687,32,No,Travel_Frequently,Research & Development,9,2,Medical,1,2688,Female,2,Research Scientist,Single,35000,0.0,Y,16,8,1,8.0,2,7,3,6,2,3,4.0,4.0,2.0,7.246658462259722
2688,59,No,Travel_Rarely,Sales,2,2,Marketing,1,2689,Female,5,Sales Representative,Married,20660,4.0,Y,12,8,1,12.0,3,1,0,0,3,3,3.0,1.0,2.0,9.969735006973332
2689,30,No,Travel_Rarely,Research & Development,11,4,Medical,1,2690,Male,2,Laboratory Technician,Divorced,171690,1.0,Y,17,8,2,1.0,2,1,0,0,3,3,4.0,3.0,3.0,6.396685660018889
2690,38,No,Travel_Frequently,Sales,18,4,Life Sciences,1,2691,Male,2,Healthcare Representative,Single,41620,0.0,Y,15,8,1,10.0,1,9,1,8,3,3,4.0,3.0,3.0,7.9902155371136105
2691,36,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,2692,Male,1,Sales Executive,Married,92040,6.0,Y,23,8,1,17.0,2,7,7,7,3,4,3.0,3.0,2.0,7.820515173763889
2692,35,No,Travel_Rarely,Human Resources,3,4,Human Resources,1,2693,Male,2,Manager,Married,32940,0.0,Y,11,8,0,6.0,2,5,0,3,3,3,1.0,2.0,3.0,7.497904896421667
2693,29,No,Travel_Rarely,Sales,29,4,Life Sciences,1,2694,Male,2,Laboratory Technician,Single,21270,0.0,Y,11,8,1,10.0,3,9,0,8,2,3,4.0,3.0,3.0,10.729303160919445
2694,31,No,Travel_Rarely,Research & Development,2,2,Medical,1,2695,Male,2,Laboratory Technician,Divorced,39750,1.0,Y,15,8,1,5.0,3,5,4,3,3,3,1.0,3.0,2.0,6.335467224546666
2695,34,No,Travel_Rarely,Research & Development,28,3,Technical Degree,1,2696,Male,1,Laboratory Technician,Divorced,107930,0.0,Y,11,8,3,3.0,1,2,1,2,2,3,2.0,4.0,3.0,7.589471982758611
2696,28,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2697,Male,5,Research Director,Single,100960,1.0,Y,13,8,0,6.0,2,4,0,3,3,3,3.0,3.0,3.0,10.514124371284723
2697,29,No,Travel_Rarely,Research & Development,16,2,Life Sciences,1,2698,Female,4,Laboratory Technician,Divorced,36460,1.0,Y,14,8,0,10.0,3,10,8,8,4,3,2.0,1.0,3.0,8.011080786026112
2698,32,No,Travel_Rarely,Human Resources,22,3,Human Resources,1,2699,Female,2,Research Director,Divorced,74460,0.0,Y,19,8,0,7.0,3,6,0,5,3,3,1.0,2.0,2.0,10.699831902718055
2699,22,No,Non-Travel,Research & Development,8,3,Life Sciences,1,2700,Female,3,Sales Executive,Divorced,108510,1.0,Y,16,8,1,1.0,2,1,0,0,4,3,4.0,4.0,2.0,9.987742486338611
2700,53,No,Travel_Rarely,Research & Development,11,3,Medical,1,2701,Male,2,Manager,Married,21090,2.0,Y,13,8,0,31.0,3,25,3,7,3,3,1.0,4.0,3.0,8.013222455648888
