Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Avg_Working_time,Years_At_Company_Bin,Percent_Salary_Hike_Bin,Years_With_Current_Manager_Bin
40,No,Travel_Frequently,Research & Development,26,4,Life Sciences,1,2058,Male,2,Research Scientist,Married,194060,3,20,8,3,16,2,1,0,0,3,4,3,4,1,10.53714775,0-1 years,15-20 % Salary Hike,Less than Year
35,No,Travel_Rarely,Research & Development,18,5,Medical,1,2059,Female,2,Research Scientist,Divorced,65380,2,16,8,1,15,3,7,6,4,3,3,3,2,4,6.88926571,5-10 years,15-20 % Salary Hike,2-5 years
34,No,Travel_Frequently,Research & Development,6,2,Life Sciences,1,2060,Male,1,Research Director,Single,43060,0,11,8,0,14,2,13,4,9,3,3,4,1,3,7.550421941,10+ years,10-15 % Salary Hike,5-10 years
35,No,Travel_Frequently,Research & Development,3,3,Medical,1,2061,Female,2,Laboratory Technician,Married,22580,1,11,8,1,2,2,2,2,2,3,3,4,4,4,7.985769774,2-5 years,10-15 % Salary Hike,2-5 years
43,Yes,Travel_Rarely,Sales,5,3,Marketing,1,2062,Female,3,Research Scientist,Single,45220,8,15,8,1,7,3,4,1,3,3,3,1,3,2,7.502324074,2-5 years,10-15 % Salary Hike,2-5 years
32,No,Non-Travel,Research & Development,11,2,Other,1,2063,Female,2,Research Scientist,Divorced,44870,1,11,8,0,1,5,1,0,0,2,3,3,1,3,6.622759182,0-1 years,10-15 % Salary Hike,Less than Year
56,No,Travel_Rarely,Research & Development,3,2,Other,1,2064,Male,2,Healthcare Representative,Divorced,44490,4,15,8,0,28,3,5,4,2,1,3,4,1,3,6.28131397,2-5 years,10-15 % Salary Hike,2-5 years
29,No,Travel_Rarely,Research & Development,26,1,Life Sciences,1,2065,Male,1,Laboratory Technician,Married,22180,1,24,8,1,10,1,10,0,8,3,4,2,4,3,7.507831426,5-10 years,20-25 % Salary Hike,5-10 years
19,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,2066,Male,2,Laboratory Technician,Single,191970,1,12,8,0,1,2,1,0,0,3,3,3,1,3,7.27834857,0-1 years,10-15 % Salary Hike,Less than Year
45,No,Travel_Rarely,Research & Development,22,3,Life Sciences,1,2067,Female,2,Sales Representative,Married,132120,4,13,8,0,7,4,3,0,2,3,3,1,3,2,8.794382716,2-5 years,10-15 % Salary Hike,2-5 years
37,No,Travel_Rarely,Research & Development,14,4,Life Sciences,1,2068,Male,3,Research Scientist,Married,65770,1,13,8,0,14,1,14,3,11,1,3,4,4,2,6.772597895,10+ years,10-15 % Salary Hike,10+ years
20,No,Travel_Rarely,Research & Development,6,3,Medical,1,2069,Male,5,Research Director,Single,83920,1,17,8,0,2,5,2,1,2,3,3,1,3,2,6.708462963,2-5 years,15-20 % Salary Hike,2-5 years
44,Yes,Travel_Rarely,Human Resources,6,2,Human Resources,1,2070,Male,3,Sales Executive,Single,45580,1,13,8,1,6,2,6,0,2,1,3,3,3,3,10.42826932,5-10 years,10-15 % Salary Hike,2-5 years
53,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,2071,Male,1,Research Director,Divorced,40310,3,12,8,1,26,3,7,4,7,2,3,4,3,3,5.994680247,5-10 years,10-15 % Salary Hike,5-10 years
29,No,Travel_Rarely,Research & Development,23,3,Medical,1,2072,Male,1,Sales Executive,Married,79690,0,14,8,0,6,3,5,1,3,3,3,2,4,2,8.89940391,2-5 years,10-15 % Salary Hike,2-5 years
22,Yes,Travel_Frequently,Research & Development,22,4,Medical,1,2073,Male,1,Sales Representative,Married,26540,0,24,8,0,1,5,0,0,0,2,4,3,4,3,9.891059847,Less than year,20-25 % Salary Hike,Less than Year
46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2074,Male,2,Research Scientist,Married,165550,8,14,8,2,28,4,26,15,9,3,3,3,1,3,6.031081999,Less than year,10-15 % Salary Hike,5-10 years
44,No,Non-Travel,Research & Development,20,3,Life Sciences,1,2075,Male,1,Sales Representative,Single,45560,2,13,8,0,6,4,0,0,0,3,3,4,3,3,6.196875604,Less than year,10-15 % Salary Hike,Less than Year
33,No,Travel_Rarely,Research & Development,28,4,Life Sciences,1,2076,Female,1,Manager,Married,60910,1,15,8,0,5,6,5,1,4,1,3,2,3,3,7.840530612,2-5 years,10-15 % Salary Hike,2-5 years
41,Yes,Non-Travel,Research & Development,12,3,Life Sciences,1,2077,Male,2,Sales Representative,Divorced,195660,6,16,8,0,5,2,1,0,0,4,3,1,1,1,7.201252315,0-1 years,15-20 % Salary Hike,Less than Year
30,No,Travel_Rarely,Sales,20,3,Marketing,1,2078,Male,3,Sales Executive,Divorced,48100,8,18,8,0,8,3,4,0,3,2,3,3,1,3,7.487695163,2-5 years,15-20 % Salary Hike,2-5 years
40,No,Travel_Frequently,Sales,9,3,Medical,1,2079,Male,1,Manufacturing Director,Married,45230,5,16,8,1,5,5,0,0,0,4,3,2,2,3,6.765425774,Less than year,15-20 % Salary Hike,Less than Year
50,No,Travel_Frequently,Research & Development,25,4,Life Sciences,1,2080,Female,2,Healthcare Representative,Married,32020,2,24,8,1,32,2,2,2,2,3,4,4,1,3,7.20008226,2-5 years,20-25 % Salary Hike,2-5 years
28,No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,2081,Male,2,Research Scientist,Married,23510,1,16,8,0,6,4,6,3,3,3,3,4,1,3,7.164030683,5-10 years,15-20 % Salary Hike,2-5 years
46,No,Travel_Rarely,Research & Development,8,4,Other,1,2082,Male,3,Manager,Married,17020,5,21,8,0,25,2,4,0,3,3,4,4,2,3,7.305633102,2-5 years,20-25 % Salary Hike,2-5 years
35,No,Travel_Rarely,Sales,4,4,Marketing,1,2083,Male,1,Laboratory Technician,Married,180410,3,20,8,1,15,3,7,1,7,2,4,3,1,3,8.515865209,5-10 years,15-20 % Salary Hike,5-10 years
24,Yes,Travel_Rarely,Human Resources,28,4,Human Resources,1,2084,Male,3,Manufacturing Director,Married,28860,1,19,8,1,1,5,1,0,0,3,3,4,2,1,6.630590887,0-1 years,15-20 % Salary Hike,Less than Year
33,No,Travel_Frequently,Research & Development,9,2,Medical,1,2085,Female,1,Sales Executive,Married,20970,1,14,8,2,10,5,10,0,1,2,3,2,3,2,5.950504161,5-10 years,10-15 % Salary Hike,0-1 years
36,No,Travel_Rarely,Research & Development,9,2,Medical,1,2086,Male,2,Sales Executive,Divorced,119350,1,11,8,3,7,6,7,1,7,4,3,3,3,3,6.629711353,5-10 years,10-15 % Salary Hike,5-10 years
30,No,Travel_Rarely,Sales,29,3,Marketing,1,2087,Male,1,Sales Executive,Divorced,25460,1,14,8,1,10,2,10,8,9,3,3,3,3,2,5.997364092,5-10 years,10-15 % Salary Hike,5-10 years
44,No,Travel_Rarely,Research & Development,3,4,Medical,1,2088,Male,2,Research Scientist,Single,25640,1,12,8,3,20,3,20,13,17,1,3,4,4,3,7.625331284,10+ years,10-15 % Salary Hike,10+ years
20,No,Travel_Rarely,Research & Development,18,4,Medical,1,2089,Male,1,Human Resources,Single,84120,1,13,8,0,2,2,2,2,2,2,3,3,4,3,6.31577755,2-5 years,10-15 % Salary Hike,2-5 years
46,No,Travel_Rarely,Sales,9,1,Medical,1,2090,Female,1,Sales Executive,Divorced,141180,2,22,8,0,12,3,6,1,4,3,4,4,4,2,6.200008102,5-10 years,20-25 % Salary Hike,2-5 years
42,No,Non-Travel,Research & Development,5,4,Medical,1,2091,Male,5,Sales Executive,Married,170460,7,11,8,0,10,3,4,0,3,2,3,4,1,4,7.506798186,2-5 years,10-15 % Salary Hike,2-5 years
60,No,Travel_Rarely,Sales,2,2,Life Sciences,1,2092,Male,2,Sales Executive,Divorced,25640,0,14,8,1,12,3,11,1,9,3,3,2,4,3,8.590920139,10+ years,10-15 % Salary Hike,5-10 years
32,No,Travel_Frequently,Sales,10,3,Life Sciences,1,2093,Female,1,Sales Executive,Married,102660,1,11,8,0,2,3,2,2,2,3,3,3,2,3,7.303264761,2-5 years,10-15 % Salary Hike,2-5 years
32,No,Travel_Frequently,Research & Development,9,3,Life Sciences,1,2094,Female,2,Research Scientist,Single,50700,4,12,8,1,10,6,8,0,7,3,3,4,3,3,8.455582287,5-10 years,10-15 % Salary Hike,5-10 years
36,No,Travel_Rarely,Sales,3,2,Marketing,1,2095,Male,4,Healthcare Representative,Divorced,178610,2,18,8,0,17,2,7,7,7,2,3,3,1,3,8.004746482,5-10 years,15-20 % Salary Hike,5-10 years
33,No,Travel_Rarely,Sales,26,2,Marketing,1,2096,Male,1,Research Scientist,Married,42300,0,12,8,0,15,0,14,4,10,3,3,1,4,3,6.08662963,10+ years,10-15 % Salary Hike,5-10 years
40,No,Travel_Rarely,Research & Development,1,3,Medical,1,2097,Female,2,Research Scientist,Divorced,37800,7,12,8,0,7,2,5,1,3,1,3,2,2,4,7.340324473,2-5 years,10-15 % Salary Hike,2-5 years
25,No,Travel_Rarely,Research & Development,6,2,Medical,1,2098,Female,1,Laboratory Technician,Single,27680,0,22,8,1,5,0,4,1,1,3,4,3,4,3,8.001937261,2-5 years,20-25 % Salary Hike,0-1 years
30,No,Travel_Rarely,Sales,9,3,Marketing,1,2099,Female,1,Research Scientist,Married,90710,0,19,8,1,12,2,11,5,7,2,3,4,2,3,9.193778475,10+ years,15-20 % Salary Hike,5-10 years
42,No,Travel_Frequently,Human Resources,8,2,Medical,1,2100,Male,1,Sales Executive,Married,106480,3,13,8,1,20,1,1,0,0,3,3,1,1,3,9.488813458,0-1 years,10-15 % Salary Hike,Less than Year
35,No,Non-Travel,Research & Development,1,1,Life Sciences,1,2101,Male,2,Sales Executive,Married,136100,4,22,8,2,16,4,13,4,12,2,4,3,4,2,9.791557622,10+ years,20-25 % Salary Hike,10+ years
27,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,2102,Male,3,Manufacturing Director,Married,34080,1,24,8,0,9,2,9,6,8,3,4,1,1,2,9.20765076,5-10 years,20-25 % Salary Hike,5-10 years
54,No,Travel_Frequently,Research & Development,9,2,Medical,1,2103,Male,2,Sales Representative,Divorced,29830,7,14,8,1,33,2,5,1,4,2,3,4,3,1,6.36914539,2-5 years,10-15 % Salary Hike,2-5 years
44,No,Travel_Rarely,Human Resources,4,4,Life Sciences,1,2104,Male,5,Laboratory Technician,Married,76320,1,21,8,0,10,3,10,7,7,3,4,1,4,3,5.984183884,5-10 years,20-25 % Salary Hike,5-10 years
19,Yes,Non-Travel,Sales,2,2,Other,1,2105,Male,3,Healthcare Representative,Single,98240,1,18,8,0,1,2,1,0,0,3,3,1,2,4,8.402396125,0-1 years,15-20 % Salary Hike,Less than Year
29,No,Travel_Rarely,Research & Development,19,4,Life Sciences,1,2106,Male,1,Manufacturing Director,Divorced,99500,1,20,8,0,3,3,3,1,2,3,4,1,4,3,7.39556606,2-5 years,15-20 % Salary Hike,2-5 years
54,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,2107,Male,2,Sales Executive,Married,20930,3,19,8,0,36,2,10,0,9,3,3,4,4,3,7.695237069,5-10 years,15-20 % Salary Hike,5-10 years
31,No,Travel_Rarely,Research & Development,21,3,Life Sciences,1,2108,Male,2,Laboratory Technician,Married,99800,1,12,8,0,6,1,6,0,1,3,3,3,1,2,8.594112022,5-10 years,10-15 % Salary Hike,0-1 years
31,No,Travel_Rarely,Sales,24,1,Marketing,1,2109,Female,1,Sales Executive,Single,38940,1,12,8,0,10,3,10,1,8,4,3,3,1,3,7.301323529,5-10 years,10-15 % Salary Hike,5-10 years
59,No,Travel_Rarely,Research & Development,3,4,Technical Degree,1,2110,Male,1,Research Scientist,Single,40510,5,16,8,3,13,3,6,0,5,3,3,3,4,3,7.442859275,5-10 years,15-20 % Salary Hike,2-5 years
43,No,Travel_Rarely,Research & Development,11,2,Life Sciences,1,2111,Male,3,Laboratory Technician,Married,168350,3,17,8,1,25,3,8,0,7,3,3,3,4,3,6.608296846,5-10 years,15-20 % Salary Hike,5-10 years
49,No,Travel_Rarely,Sales,14,4,Life Sciences,1,2112,Male,2,Research Scientist,Married,62300,2,14,8,0,23,2,1,0,0,2,3,1,3,4,6.688532088,0-1 years,10-15 % Salary Hike,Less than Year
36,No,Travel_Frequently,Sales,5,2,Marketing,1,2113,Female,1,Laboratory Technician,Married,47170,1,19,8,1,12,3,11,0,7,3,3,3,2,2,6.095977496,10+ years,15-20 % Salary Hike,5-10 years
48,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2114,Female,2,Laboratory Technician,Single,132370,5,13,8,1,7,2,1,0,0,4,3,4,2,2,6.110347222,0-1 years,10-15 % Salary Hike,Less than Year
27,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,2115,Male,2,Laboratory Technician,Divorced,37550,1,19,8,0,5,2,5,0,3,3,3,1,3,3,8.001521438,2-5 years,15-20 % Salary Hike,2-5 years
29,No,Travel_Rarely,Sales,17,4,Medical,1,2116,Male,1,Laboratory Technician,Divorced,65820,1,19,8,1,6,3,6,1,0,3,3,3,4,3,8.799048289,5-10 years,15-20 % Salary Hike,Less than Year
48,No,Travel_Rarely,Sales,1,1,Marketing,1,2117,Male,2,Manufacturing Director,Single,74060,6,14,8,2,25,2,1,0,0,3,3,4,4,4,6.18902658,0-1 years,10-15 % Salary Hike,Less than Year
29,No,Travel_Rarely,Research & Development,3,3,Technical Degree,1,2118,Female,2,Healthcare Representative,Divorced,48050,3,16,8,1,9,2,7,1,7,3,3,4,4,2,6.878174931,5-10 years,15-20 % Salary Hike,5-10 years
34,No,Travel_Rarely,Sales,9,4,Medical,1,2119,Female,2,Laboratory Technician,Married,27410,0,15,8,1,2,3,1,0,0,3,3,3,3,2,6.000829861,0-1 years,10-15 % Salary Hike,Less than Year
44,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,2120,Female,1,Laboratory Technician,Married,42620,7,18,8,0,26,2,22,3,10,3,3,2,2,3,6.994620773,Less than year,15-20 % Salary Hike,5-10 years
33,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,2121,Female,2,Research Scientist,Divorced,161840,0,13,8,1,10,2,9,0,8,4,3,4,3,3,11.02582209,5-10 years,10-15 % Salary Hike,5-10 years
19,No,Travel_Rarely,Sales,2,4,Marketing,1,2122,Male,3,Laboratory Technician,Single,115570,1,22,8,0,1,0,1,0,1,3,4,2,4,3,10.8116171,0-1 years,20-25 % Salary Hike,0-1 years
23,No,Travel_Rarely,Sales,2,3,Medical,1,2123,Male,3,Laboratory Technician,Married,18780,1,13,8,1,1,2,1,0,1,3,3,4,3,3,7.476028369,0-1 years,10-15 % Salary Hike,0-1 years
25,Yes,Travel_Frequently,Research & Development,1,1,Life Sciences,1,2124,Male,1,Manufacturing Director,Single,109320,1,11,8,1,1,3,1,1,0,3,3,3,4,3,9.166382797,0-1 years,10-15 % Salary Hike,Less than Year
26,No,Travel_Rarely,Human Resources,9,3,Life Sciences,1,2125,Male,2,Research Scientist,Single,68110,1,11,8,1,8,4,8,2,2,3,3,3,4,2,8.707262583,5-10 years,10-15 % Salary Hike,2-5 years
45,Yes,Travel_Rarely,Human Resources,12,3,Human Resources,1,2126,Male,2,Laboratory Technician,Single,43060,2,11,8,2,26,3,24,1,11,3,3,1,2,3,9.911379819,Less than year,10-15 % Salary Hike,10+ years
55,No,Non-Travel,Research & Development,27,3,Life Sciences,1,2127,Female,2,Manager,Divorced,48590,1,24,8,1,34,3,33,15,0,4,4,4,2,3,9.584091559,Less than year,20-25 % Salary Hike,Less than Year
21,Yes,Travel_Frequently,Research & Development,20,2,Medical,1,2128,Female,4,Research Scientist,Single,53370,1,14,8,1,2,2,2,2,2,3,3,1,3,1,7.613900511,2-5 years,10-15 % Salary Hike,2-5 years
46,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2129,Male,1,Manufacturing Director,Married,23400,2,13,8,1,26,2,11,0,8,1,3,4,2,3,6.879879071,10+ years,10-15 % Salary Hike,5-10 years
34,No,Travel_Rarely,Sales,13,4,Medical,1,2130,Male,3,Sales Representative,Single,74910,0,14,8,1,4,3,3,0,2,2,3,3,1,3,8.90902602,2-5 years,10-15 % Salary Hike,2-5 years
51,No,Travel_Frequently,Research & Development,14,3,Life Sciences,1,2131,Male,2,Research Director,Divorced,105270,4,14,8,0,31,3,29,11,10,3,3,4,2,2,11.00611588,Less than year,10-15 % Salary Hike,5-10 years
59,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,2132,Male,2,Research Scientist,Single,165950,6,21,8,1,25,2,9,5,4,3,4,4,4,2,6.608805441,5-10 years,20-25 % Salary Hike,2-5 years
34,No,Travel_Frequently,Sales,14,4,Medical,1,2133,Female,3,Research Scientist,Divorced,88340,4,13,8,1,15,1,11,5,10,3,3,3,2,4,6.784572368,10+ years,10-15 % Salary Hike,5-10 years
28,No,Travel_Frequently,Research & Development,2,3,Other,1,2134,Female,1,Manager,Single,55770,0,19,8,0,5,3,4,0,2,3,3,4,3,2,10.42061614,2-5 years,15-20 % Salary Hike,2-5 years
44,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,2135,Male,2,Research Scientist,Divorced,47070,1,17,8,0,26,4,25,14,13,1,3,3,1,2,7.802089425,Less than year,15-20 % Salary Hike,10+ years
34,No,Travel_Frequently,Sales,1,3,Life Sciences,1,2136,Male,2,Sales Executive,Married,24000,4,18,8,1,14,3,10,1,8,3,3,3,2,4,7.470801006,5-10 years,15-20 % Salary Hike,5-10 years
35,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,2137,Male,4,Healthcare Representative,Married,98240,0,19,8,0,4,2,3,2,2,3,3,3,3,3,10.50347959,2-5 years,15-20 % Salary Hike,2-5 years
42,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,2138,Female,1,Manager,Married,64470,6,13,8,0,18,3,1,0,0,3,3,2,2,3,9.416206349,0-1 years,10-15 % Salary Hike,Less than Year
43,No,Travel_Rarely,Research & Development,7,2,Medical,1,2139,Female,1,Laboratory Technician,Single,195020,3,18,8,2,23,3,21,15,17,4,3,4,4,4,6.409671276,Less than year,15-20 % Salary Hike,10+ years
36,No,Travel_Rarely,Research & Development,2,4,Medical,1,2140,Male,1,Healthcare Representative,Single,27250,9,21,8,1,18,4,16,5,12,2,4,3,2,3,10.607795,10+ years,20-25 % Salary Hike,10+ years
44,Yes,Travel_Rarely,Research & Development,21,4,Life Sciences,1,2141,Female,2,Laboratory Technician,Married,62720,1,19,8,1,10,3,10,0,5,3,3,1,4,3,6.012525585,5-10 years,15-20 % Salary Hike,2-5 years
28,No,Travel_Frequently,Research & Development,2,3,Life Sciences,1,2142,Female,2,Sales Representative,Married,21270,1,14,8,0,2,3,2,2,2,3,3,4,4,3,9.6791966,2-5 years,10-15 % Salary Hike,2-5 years
51,No,Travel_Frequently,Sales,21,4,Medical,1,2143,Male,2,Research Scientist,Single,182000,0,17,8,0,8,3,7,7,7,3,3,2,3,3,7.017285782,5-10 years,15-20 % Salary Hike,5-10 years
30,No,Non-Travel,Research & Development,2,4,Other,1,2144,Male,1,Research Scientist,Single,20960,7,11,8,3,10,2,8,1,7,3,3,3,3,3,9.497514124,5-10 years,10-15 % Salary Hike,5-10 years
29,Yes,Travel_Rarely,Research & Development,29,4,Technical Degree,1,2145,Female,1,Sales Representative,Divorced,28860,3,13,8,0,10,4,7,7,7,3,3,2,3,3,8.390624406,5-10 years,10-15 % Salary Hike,5-10 years
28,No,Travel_Rarely,Sales,1,4,Life Sciences,1,2146,Female,2,Sales Representative,Single,20330,2,15,8,1,5,5,3,1,2,3,3,4,1,2,6.76589233,2-5 years,10-15 % Salary Hike,2-5 years
25,No,Travel_Rarely,Research & Development,18,2,Life Sciences,1,2147,Male,1,Research Scientist,Single,36220,1,25,8,0,2,0,2,2,1,3,4,4,2,2,7.982099673,2-5 years,20-25 % Salary Hike,0-1 years
32,No,Travel_Rarely,Research & Development,10,4,Other,1,2148,Female,1,Sales Executive,Married,42330,1,11,8,0,10,5,10,0,8,3,3,3,4,4,6.819500237,5-10 years,10-15 % Salary Hike,5-10 years
45,No,Travel_Frequently,Research & Development,19,3,Medical,1,2149,Male,3,Laboratory Technician,Single,36810,3,17,8,1,22,2,0,0,0,3,3,3,2,3,5.978748242,Less than year,15-20 % Salary Hike,Less than Year
39,No,Travel_Rarely,Sales,29,1,Marketing,1,2150,Female,1,Laboratory Technician,Divorced,54600,6,13,8,2,21,3,19,15,2,3,3,3,2,3,8.400860405,10+ years,10-15 % Salary Hike,2-5 years
58,No,Travel_Rarely,Research & Development,27,3,Other,1,2151,Male,2,Laboratory Technician,Divorced,21870,1,18,8,1,2,1,2,2,2,1,3,1,3,3,5.99301087,2-5 years,15-20 % Salary Hike,2-5 years
32,Yes,Travel_Rarely,Research & Development,5,3,Technical Degree,1,2152,Female,1,Sales Executive,Married,96020,1,13,8,1,10,3,10,1,1,3,3,4,3,3,6.479733992,5-10 years,10-15 % Salary Hike,0-1 years
39,Yes,Travel_Rarely,Research & Development,18,2,Life Sciences,1,2153,Male,2,Laboratory Technician,Single,28360,0,20,8,0,6,3,5,0,3,2,4,3,1,3,7.703856421,2-5 years,15-20 % Salary Hike,2-5 years
30,No,Travel_Rarely,Sales,9,1,Marketing,1,2154,Male,4,Research Director,Married,40890,0,18,8,0,10,2,9,6,7,4,3,1,4,3,6.166816415,5-10 years,15-20 % Salary Hike,5-10 years
36,No,Travel_Rarely,Sales,1,3,Marketing,1,2155,Male,2,Sales Executive,Married,166270,3,12,8,0,10,5,7,1,7,2,3,4,3,3,6.71133501,5-10 years,10-15 % Salary Hike,5-10 years
46,No,Travel_Rarely,Sales,4,3,Medical,1,2156,Male,1,Research Scientist,Single,26190,6,12,8,1,10,3,7,5,7,2,3,4,1,4,7.706544995,5-10 years,10-15 % Salary Hike,5-10 years
28,No,Non-Travel,Research & Development,1,3,Medical,1,2157,Male,5,Sales Executive,Married,56790,0,13,8,0,10,2,9,7,5,2,3,3,4,3,7.98418566,5-10 years,10-15 % Salary Hike,2-5 years
50,No,Travel_Rarely,Research & Development,20,2,Medical,1,2158,Female,5,Laboratory Technician,Married,154020,4,21,8,0,25,3,3,1,2,2,4,4,1,3,10.44104809,2-5 years,20-25 % Salary Hike,2-5 years
40,Yes,Travel_Rarely,Sales,8,1,Other,1,2159,Male,1,Laboratory Technician,Single,59850,2,13,8,3,9,1,5,1,0,2,3,4,2,3,9.797106082,2-5 years,10-15 % Salary Hike,Less than Year
52,Yes,Travel_Rarely,Research & Development,3,2,Technical Degree,1,2160,Male,3,Laboratory Technician,Single,25790,9,19,8,1,10,1,8,7,7,3,3,2,2,2,10.01804189,5-10 years,15-20 % Salary Hike,5-10 years
30,No,Travel_Rarely,Research & Development,6,4,Medical,1,2161,Female,1,Sales Executive,Married,30410,1,11,8,1,9,2,9,0,8,2,3,2,1,3,10.36132783,5-10 years,10-15 % Salary Hike,5-10 years
39,No,Travel_Rarely,Research & Development,26,1,Medical,1,2162,Male,2,Healthcare Representative,Single,34470,0,14,8,0,9,5,8,1,7,3,3,1,3,3,5.976122449,5-10 years,10-15 % Salary Hike,5-10 years
31,No,Non-Travel,Research & Development,1,2,Medical,1,2163,Male,1,Sales Executive,Divorced,195130,1,12,8,1,10,1,10,9,6,2,3,4,3,2,10.10100211,5-10 years,10-15 % Salary Hike,5-10 years
41,No,Non-Travel,Sales,6,3,Life Sciences,1,2164,Female,1,Research Director,Single,27730,1,11,8,0,19,3,19,11,9,3,3,3,2,3,7.795501134,10+ years,10-15 % Salary Hike,5-10 years
31,Yes,Travel_Frequently,Research & Development,3,1,Life Sciences,1,2165,Male,1,Sales Executive,Single,71040,1,14,8,1,3,3,3,2,2,3,3,4,2,4,9.135941291,2-5 years,10-15 % Salary Hike,2-5 years
44,Yes,Travel_Rarely,Sales,5,3,Life Sciences,1,2166,Male,1,Laboratory Technician,Married,63220,4,11,8,1,10,2,3,1,2,3,3,1,1,4,6.027372246,2-5 years,10-15 % Salary Hike,2-5 years
42,No,Non-Travel,Research & Development,4,3,Life Sciences,1,2167,Male,2,Laboratory Technician,Married,20830,0,12,8,2,21,3,20,2,10,2,3,3,3,2,9.710156956,10+ years,10-15 % Salary Hike,5-10 years
55,No,Travel_Rarely,Sales,11,3,Technical Degree,1,2168,Male,2,Manufacturing Director,Married,83810,4,15,8,1,23,3,19,9,11,3,3,4,3,3,6.629416787,10+ years,10-15 % Salary Hike,10+ years
56,No,Travel_Rarely,Sales,3,2,Medical,1,2169,Female,3,Manufacturing Director,Single,26910,6,16,8,1,36,6,7,7,7,3,3,4,2,3,7.995408022,5-10 years,15-20 % Salary Hike,5-10 years
40,No,Non-Travel,Research & Development,1,1,Life Sciences,1,2170,Male,1,Laboratory Technician,Divorced,42860,9,15,8,0,6,6,4,0,0,3,3,3,3,3,7.337527538,2-5 years,10-15 % Salary Hike,Less than Year
34,No,Travel_Rarely,Research & Development,3,2,Technical Degree,1,2171,Male,2,Research Director,Divorced,26590,0,24,8,3,10,2,9,1,6,3,4,4,4,2,7.418435734,5-10 years,20-25 % Salary Hike,5-10 years
40,No,Travel_Rarely,Sales,4,3,Medical,1,2172,Male,2,Sales Executive,Single,94340,1,13,8,1,9,3,9,8,8,2,3,3,4,3,5.998701389,5-10 years,10-15 % Salary Hike,5-10 years
41,No,Travel_Frequently,Sales,1,4,Other,1,2173,Female,2,Healthcare Representative,Divorced,55610,0,11,8,0,10,2,9,1,7,2,3,3,1,3,7.690605201,5-10 years,10-15 % Salary Hike,5-10 years
35,No,Travel_Frequently,Sales,1,2,Technical Degree,1,2174,Male,2,Manager,Single,66460,1,13,8,1,9,2,9,1,1,2,3,3,3,3,9.508205128,5-10 years,10-15 % Salary Hike,0-1 years
51,No,Travel_Rarely,Sales,18,2,Life Sciences,1,2175,Male,4,Manufacturing Director,Divorced,77250,1,13,8,1,33,2,33,0,10,3,3,3,2,3,9.480235308,Less than year,10-15 % Salary Hike,5-10 years
38,No,Travel_Rarely,Sales,2,4,Life Sciences,1,2176,Female,1,Research Scientist,Divorced,107250,3,18,8,0,11,5,7,1,7,2,3,2,1,3,6.585955744,5-10 years,15-20 % Salary Hike,5-10 years
34,No,Travel_Rarely,Sales,4,3,Life Sciences,1,2177,Male,2,Research Scientist,Single,88470,1,16,8,0,10,3,10,9,6,4,3,3,1,4,7.233560814,5-10 years,15-20 % Salary Hike,5-10 years
25,No,Travel_Rarely,Research & Development,6,2,Medical,1,2178,Female,4,Research Scientist,Married,20450,3,19,8,0,7,3,3,1,2,3,3,4,4,2,6.2904,2-5 years,15-20 % Salary Hike,2-5 years
58,Yes,Travel_Rarely,Sales,1,4,Technical Degree,1,2179,Male,2,Sales Executive,Married,10090,7,13,8,2,31,3,10,5,9,4,3,3,1,2,8.488845154,5-10 years,10-15 % Salary Hike,5-10 years
40,No,Travel_Rarely,Research & Development,14,4,Medical,1,2180,Female,1,Research Scientist,Married,33480,3,22,8,0,7,2,4,0,3,1,4,2,2,3,6.117230461,2-5 years,20-25 % Salary Hike,2-5 years
36,No,Travel_Frequently,Sales,16,2,Life Sciences,1,2181,Male,1,Research Scientist,Married,12810,2,11,8,0,17,2,15,6,13,3,3,1,1,2,6.086681839,10+ years,10-15 % Salary Hike,10+ years
48,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,2182,Male,2,Research Scientist,Single,28190,1,20,8,0,11,2,10,0,8,2,4,4,4,3,7.596445652,5-10 years,15-20 % Salary Hike,5-10 years
